objid,ra,dec,i,r,g,ra_px,dec_px
1237646587710014430,80.6314663516981,0.682318366745819,17.66776,18.78272,20.2569,479.0839783775041,1029.0094866090947
1237646587710014978,80.6341682423389,0.658937998692781,19.28048,20.34303,21.848,266.5704907426435,1053.6807142413763
1237646587710014991,80.6386141832363,0.761339191461479,20.10208,20.51481,21.75688,1197.344396967286,1093.646980178156
1237646587710015004,80.6459576255198,0.723125845884016,21.01158,21.57566,23.06799,850.0104543737357,1160.5872494758687
1237646587710015010,80.6490637817077,0.803410256659561,20.38284,20.90403,22.08308,1579.754006522414,1188.4684176379087
1237646587710015011,80.6493045580929,0.708246316572534,20.57437,21.8864,23.13687,714.765698157253,1191.085698721027
1237646587710015294,80.6520946084858,0.830853140651364,21.53689,22.34938,23.70668,1829.197188147804,1215.9016764055336
1237646587710015021,80.6528749884712,0.810281160877231,21.10025,21.40023,22.12433,1642.2092730827383,1223.0896941343403
1237646587710015304,80.6584409973803,0.720568865986948,20.48099,21.88214,23.49509,826.776711031368,1274.102118875796
1237646587710014462,80.6715303257726,0.815613784545353,18.34792,19.01492,20.4842,1690.6923304148186,1392.6832325828987
1237646587710013946,80.5319171380243,0.710139248693107,17.48313,17.85146,18.89885,731.9123854639324,123.74576788834827
1237646587710013475,80.5366952841937,0.800969514500696,16.82823,17.05042,17.6743,1557.5121623723564,166.80297422967612
1237646587710013974,80.5446369604177,0.678112077448924,19.59144,19.78947,20.34893,440.8077454873088,239.53654302041434
1237646587710013620,80.5829205127794,0.731823539786532,15.33096,15.45965,15.79597,929.0330307692558,587.3935275197578
1237646587710014853,80.5877128956596,0.671676308838675,20.47193,21.35008,22.81623,382.32978918886226,631.2304384080975
1237646587710014867,80.5915193148704,0.662364101636969,19.78691,20.14955,20.98756,297.68870949980806,665.880934631005
1237646587710014101,80.601412393563,0.728791774649351,19.14531,19.36147,20.10188,901.4852989545292,755.5412518748332
1237646587710014906,80.6125668120405,0.73953915536388,19.9326,20.83583,22.30608,999.1790583034905,856.9135001510987
1237646587710014933,80.6266732236934,0.806054160019486,20.06138,20.41218,21.33422,1603.7721067470611,984.8773925427853
1237646587710014179,80.6274869238869,0.718881558567886,16.23023,16.58007,17.62504,811.4212183076841,992.6639408467381
1237646587710014243,80.647054154362,0.739306031613623,18.83689,19.03405,19.55136,997.080176387484,1170.4845716722505
1237646587710015033,80.6563465740132,0.777103826783756,20.30884,20.87506,22.2079,1340.6473857311908,1254.803710879375
1237646587710014285,80.6624655099127,0.810336238372491,17.40591,18.13285,19.59058,1642.7161387668639,1310.288221565383
1237646587710014291,80.6637110271133,0.734087041646923,17.36061,17.60075,18.25472,949.652969829455,1321.9579598979258
1237646587710014704,80.5437643962014,0.660358494131946,19.36394,19.88494,21.25471,279.4367285819694,231.67880503755885
1237646587710014711,80.5473251668166,0.676688571960619,20.86528,21.44395,23.16066,427.8699701446444,263.98504086285163
1237646587710014717,80.5511083273257,0.79318534734205,20.69448,21.39451,23.17899,1486.7639928819035,297.88271888690406
1237646587710014727,80.5538126082068,0.77819127645121,20.48707,21.08253,22.68276,1350.4771359327792,322.53513042712535
1237646587710014767,80.563215787158,0.713040512810849,21.98243,21.68488,22.44079,758.2963864261311,408.31268469554306
1237646587710015164,80.566116953149,0.733263252897573,21.35146,22.5417,23.75686,942.1113406992669,434.6036674538482
1237646587710014876,80.5948533111545,0.79038310209234,21.07063,21.60638,22.88526,1461.3133156173947,695.6336610756117
1237646587710014886,80.5999310634123,0.68705131574995,19.56766,20.02756,21.12597,522.0865485377178,742.2560247520665
1237646587710015229,80.6198549803028,0.718714811200718,20.64903,21.95873,23.87626,809.9012373892442,923.2722764425145
1237646587710015240,80.6246540680359,0.711728383920442,20.7602,21.86275,23.57079,746.4011491120177,966.9384011758984
1237646587710015242,80.6257763350293,0.73433704823593,20.86563,21.92894,23.63156,951.9021649449222,977.0418657629866
1237646587710015252,80.6295874033192,0.661314390258132,20.84698,22.18373,24.1882,288.1679759006414,1012.0188971256375
1237646587710014958,80.6301496845087,0.804746306355112,21.20023,21.63087,22.80251,1591.8864527281703,1016.4918486949884
1237646587710015048,80.6625105826337,0.7889268165503,20.10573,20.96959,22.34482,1448.1159825167551,1310.7949228029984
1237646587710013936,80.5288532711917,0.644696333570209,17.66502,18.08018,19.17067,137.06980097719895,96.16607443071496
1237646587710014383,80.5435202353228,0.671361204523858,19.23082,19.52971,20.26239,379.44544180569665,229.41167158956569
1237646587710014006,80.5622011915273,0.788413188294328,17.77794,18.58178,20.01909,1443.3923774598454,398.76203162237454
1237646587710014808,80.5784820068167,0.719194763849237,20.64688,21.51322,22.9234,814.2422415710349,547.0921102186538
1237646587710014907,80.6131438238607,0.776652916296521,20.26993,20.74068,21.67396,1336.523102605011,861.9956791005316
1237646587710014977,80.633552512106,0.77649519024423,20.17616,20.53729,21.43857,1335.1011233395634,1047.557170060598
1237646587710014987,80.6367388173907,0.788897188441506,21.17341,21.35747,22.16243,1447.8304498593623,1076.4723739631067
1237646587710015276,80.6470439773884,0.725695870633192,20.82037,21.74816,23.86559,873.3712439846868,1170.4532013945964
1237646587710014481,80.6530372937605,0.673446605745165,18.83957,19.56316,21.08966,398.4573809400274,1225.1820042956117
1237646587710014277,80.6613311929968,0.69807051992362,18.6085,18.85393,19.37971,622.2807801816018,1300.4826068695206
1237646587710014289,80.6629467044096,0.713349761038585,17.76462,18.27849,19.59431,761.1618585232654,1315.1023451582882
1237646587710014648,80.5267931613673,0.789523002751048,20.94261,21.71141,23.26451,1453.46582549008,76.81944127647171
1237646587710015107,80.5322343619252,0.754261396638121,21.54428,22.89664,23.87662,1132.9588896470277,126.4422283900816
1237646587710015110,80.5337988304724,0.71245855193051,21.17443,22.02854,23.76278,752.9943297707437,140.84497146454248
1237646587710014780,80.5650844835315,0.713115716550482,20.8159,21.27267,22.33717,758.9807894365588,425.3032522696167
1237646587710014801,80.5732816246975,0.733898144420809,20.6098,21.69097,22.95039,947.8854511031207,499.7445038376868
1237646587710015181,80.5868897131586,0.711256182575108,20.80875,22.35854,24.00839,742.0889779511474,623.5727137187774
1237646587710015328,80.6704448666837,0.744515088075681,20.1762,22.05217,24.20949,1044.4426792009012,1383.136974799761
1237646587710015334,80.6725681170462,0.789016939545014,20.91759,22.54015,24.05182,1448.941879230746,1402.239933018742
1237646587710013781,80.635265113691,0.760705323851633,16.47021,16.60137,17.05112,1191.5808803738535,1063.1991410299074
1237646587710015022,80.6534205774071,0.679219468356691,19.11039,21.6129,23.20472,450.92985828055635,1228.6409785594285
1237646587710015108,80.5322818568239,0.729723890553064,20.44285,22.22864,23.60587,909.9263078099594,126.97854481598392
1237646587710014764,80.5617027268883,0.743947548424931,20.71618,21.86971,23.24179,1039.2237574702522,394.421900218685
